제목,label
 여야 대표 세월호 9주기 기억식참석,0
 이상연 전 내무장관 별세,0
추경호 국제유가 민생부담 고려 유류세 인하 연장에 무게,0
총선용 포퓰리즘비판에 여당 예타 완화처리 연기,0
"마크롱, 시위 확산에도 연금개혁법 합헌결정되자 즉각 서명 공포",0
강행→거부권→부결정치 실종이 빚은 무한 소모전,0
아픔과 그리움 넘어 새 희망 심겠다 임태희 경기도교육감 세월호 기억식 추도사,0
"검찰, 민주당 전대 돈봉투 의혹 조성 제안핵심인물 소환조사",0
천태종 총무원장 덕수 스님 관문사 주지 취임,0
"유승민 洪, 강한 사람에 약하고 약한 사람에 강한 태도 고쳐야",0
오늘의 인사 - 2023년 4월 17일,0
오늘의 부고 - 2023년 4월 17일,0
"홍준표 가장 시급한 일 극우와의 단절인데 지도부, 황교안과 똑같은 길",0
김진표 국회의장 전원위 실패? 동의하지 않아 의원 확충은 어려워,0
"검찰, 민주 전대때 현금 8000만원 마련해 전달강래구 소환 조사",0
"총선용 비판 쏟아지자...與, 결국 예타 면제 완화연기",0
尹대통령 국빈 방미 때 복무중 부상 장병들 동행 추진,0
"노후생활, 월 200만원은 필요 소득대체율 40% 이하는 안 돼",0
민주당 돈봉투첫 소환 강래구 등 2명 조사,0
해적에 납치된 한국인 탑승 선박 5일 만에 풀려나,0
돈 봉투 의혹에 민주당 다시 흔들 대응 수위고민 깊어지는 이재명,0
김두관 의원 검찰 독재 정부 폭주 막아내고 이 대표 지켜 개혁입법 마무리,0
"북 경비정, 1년 만에 NLL 침범 경고사격에 퇴각",0
"총선 포퓰리즘비판 속 與, 예타면제 기준 완화 연기",0
"김태효 미 도청 의혹, 한 미 정상회담 의제로 다룰 계획 없다",0
"법률가 위주로 꾸린 참사조사위, 원인 조사보다 법적 수사로 흘러",0
"김진표 선거제, 이제 협상의 시간 다음달 중순 단일안 결의 목표",0
" 의전비서관에 김건희 여사 측근, 제대로 공사 구분해야",0
김태효 美 감청 수차례 유감 표명 정상회담 의제 계획없어,0
"총선용 포퓰리즘 비판에 與, 예타 완화 연기",0
"이재명으로 향하는 백현동 수사 검찰, 이재명-김인섭 안동 동행 정황 포착",0
"한미 공군, 스텔스기 등 110여대 동원 훈련...北도발에 경고",0
주 69시간 개편D-1에도 의견 더 여당 정책 주도권실종,0
백현동 사업 로비스트 구속 후 첫 조사 이재명 배임 겨냥하나,0
"與내홍에 지지율 하락 김기현, 박근혜 예방 미루고 외연확장 나선다",0
"이주호 교육부 장관, 세월호 기억식 불참  추도사도 안 내",0
민족을 버린 윤석열 정부와 민족 없는 국익,0
 기억 연대가 더욱 절실해진 세월호 참사 9주기,0
" 돈봉투진상조사 나선 민주당, 당의 명운 걸고 규명하라",0
돈봉투 의혹에 민주당 전전긍긍 비명계 이재명 나서야,0
9년 세월 앞 우리는 여전히 죄인 세월호 추모식 참석한 여야,0
 주식 가격과 미국 IRA법,0
잘 지낸다는 사실이 슬프다 터져 나온 눈물 세월호 9주기,0
돈봉투 연루자 출당 조치? 민주당의 이재명 이중잣대 딜레마,0
"속도 내는 민주당 전대 돈봉투 의혹수사  검찰, 강래구 협회장, 전 대전 구의원 소환",0
 한-미 정상회담서 한 미 일 정보 공유 속도전우려,0
"중도표심 잡아야... 김기현, 박근혜 면담 미루고 장애인 만난다",0
보이스피싱에 당하고 돈 떼인 탈북민 52명에 법률 도우미돼 준 변호사들,0
"배승아양 참변...與, 음주운전 가해자 신상공개법발의",0
김재원 징계 주춤한 사이 국힘과 결별 전광훈이 선수쳤다,0
 지자체 교육감 공약 이행 30일간 분석 90점 넘으면 최고 등급,0
한국판 벤틀리법국회 문턱 넘을까 형평성 실효성 문제도 과제,0
"마크롱, 정년 연장 연금개혁법안 즉각 서명 법제화 마무리",0
백현동 77억 수수김인섭 구속후 첫 조사 이재명 배임 겨냥,0
檢 돈봉투 의혹 핵심 강래구 소환 野 의원들 줄소환 전망,0
"대통령실, 尹 세월호 메시지 질문에 정부 입장 충분히 전달",0
美 순방 준비 본격화하는 대통령실... 한미동맹 미래에 새로운 획 그을 것,0
"대통령실 세월호 행사에 총리 참석, 정부 입장 충분히 전달",0
"민주, 돈 봉투 파문자체 진상 규명으로 진화 총력 與 셀프 면책",0
한 캐나다 외교장관 비밀정보보호협정 협상 개시,0
"대통령실, 세월호 참사 9주기에 정부 입장 충분히 전달",0
"복잡한 부동산 규제 명칭, 부동산관리지역으로 바꾼다",0
주 69시간제입법예고기간 종료  원점 재검토 기로,0
"김태효 양국, 전화위복 계기 삼자고 의기투합",0
정치권 간호법싸움에 의사 간호사 대립도 격화  총파업 불사,0
"이정근은 로비스트판결문 이, 민주 의원들에 돈 보냈다내용도",0
청남대 개방 시즌2노무현 대통령 침실까지 연다,0
안전한 나라 되도록... 각지에서 세월호 참사 9주기 추도,0
佛대사관 개관식 찾은 김건희 여사 양국 매력 어우러진 건축물,0
한반도대신 북한비핵화  득세하는 남한 핵 보유론,0
노란 리본 달고 세월호 9주기 기억식 참석한 김기현-이재명,0
" 북한 겨냥 스텔스 무인기, 이르면 다음달 시험비행",0
"檢, 백현동 로비스트김인섭 구속 후 첫 조사",0
"檢, 돈봉투 출처도 추적...봉투전달책강화평 전 구의원 16일 소환",0
"北 김정은, 김일성 생일태양절에 금수산 궁전 참배 안 한 듯",0
한 일 재무장관 회담 다음달 열린다 7년 만에 재개,0
"50만원 돈봉투 20개 전달... 검찰, 민주 全大 때 중간책 소환",0
"시진핑-룰라, 기후변화 공동성명채택 탈달러무역 강화키로",0
민주당 피바람 경고 현실화 구속된 이정근 檢서 입 열었다,0
"한 총리, 국민안전의날에 세월호 참사 비극을 잊은 적 없어",0
"민주당 대통령실, 김건희 여사 촬영 놀이화보 전시회 준비하나",0
총선 1년 앞두고 악재만 쌓이는 여야 돈봉투 의혹에 설화까지,0
"국힘, 전대 돈봉투의혹에 게이트 송영길 이재명 묶어 맹공",0
인권 꺼내자 中 끝내 폭발 면전서 직격탄 날린 독일 여장관,0
"원희룡 오세훈, 5월 초부터 정기 회동 김포골드라인 등 현안 논의",0
사회적 참사는 법적 책임만 따져선 안 된다,0
"추경호 유류세 인하 연장 여부 이번주 결정, 민생부담 고려",0
"이주호, 세월호 기억식 불참 교육부 장관으론 6년만에",0
"여야, 세월호 9주기 일제히 추모  이재명 각자도생 사회로 회귀",0
"세월호 304명 못지킨 국가, 유죄는 말단1명뿐",0
"민주 대통령실, 김건희 여사 화보 촬영 놀이 전시회라도 준비하나",0
문재인 정부 변경 공보정훈병과 명칭 다시 정훈으로 되돌린다,0
與 송영길 돈 봉투수사 응해야 민주당 자체조사는 셀프 면책,0
"국민 10명 중 9명 최우선 협력국은 미국..중국, 일본이 뒤이어",0
"與, 음주운전 가해자 신상공개 법안 발의",0
국민의힘 송영길 프랑스 도피 중  빠르게 귀국해 돈봉투수사 받아야,0
"침묵 모드 이재명, 전당대회 돈봉투대응 수위 딜레마",0
"한미일, 대북 미사일 방어 및 대잠전 훈련 정례화",0
"하태경, 음주살인운전자 신상공개법발의  배승아양 사건 계기",0
北 국지도발 전조? NLL 침범한 이날은 김일성 생일이었다,0
"軍 北 경비정, 의도적 NLL 침범 가능성 낮아 中어선 접촉사고로 해군 3명 부상",0
"김기현, 19일 박근혜 예방 미룬다 4 19 기념식 등 일정 많아",0
숨진 배승아양 가족 음주 살인운전자 신상 공개하라,0
"북 화성-18형, 러 ICBM과 똑같다 포탄 주고 기술 받았나",0
국공립 어린이집도 수도권에 더 늘었다 지역 간 격차 확대,0
김두관 이재명 지키고 개혁입법 마무리,0
국민 89% 한국의 최우선 협력국가는 美 2위는 中,0
"이재명, 세월호 9주기 맞아 각자도생 사회로 회귀, 고개 들 수 없어",0
청년으로 만난 이준석 박지현 장혜영 남탓 경쟁 그만,0
"공항 특별법 통과에 시 직원과 시도민 덕분... 대구시, 1300명 전 직원 조회",0
해적에 피랍됐던 한국인 탑승선박 무사히 코트디부아르 도착,0
"아프면 쉴 권리보편적 상병수당, 저소득층 수당으로 축소될까",0
북한 경비정 NLL 침범 해군 경고사격에 퇴거,0
국민연금 가입자 노후소득 월 200만원 필요 보험료율은 점진 인상,0
미국 주도 세계질서 패권에 대항하는 시진핑-룰라,0
북한 경비정 NLL 침범 해군 경고사격에 퇴각,0
"김동연 美 도청, 韓 저자세 잘못",0
추경호 5월 한일 재무장관 회담 개최 7년 만의 재개,0
"국민의힘, 네이버 카카오 갑질국민 피해 접수 18일엔 공청회",0
중국어선 쫓던 北 NLL침범...해군 경고사격 하다 中어선과 충돌,0
두 여성의 서울시장 선거 도전기  퀸메이커가 그린 실제 정치 사건은?,0
윤창현 하태경 의원 음주교통사고 가해자 신상공개 유사법안 잇달아 발의,0
이미 비 왔는데  김기현표 민생특위 1호 과제 물보내기표류,0
"가정폭력 피해자에 안전조치, 자녀 사건 수임  탈북민 52명 지원",0
"김건희 여사, 佛 외교장관에 동물권 위한 정책교류 이어가자",0
"직장인 72%, 원청 사용자 책임 강화하는 노조법 2조 개정안찬성",0
한 미 일 3국 안보회의 3년 만에 개최 한 미 공군은 연합훈련,0
김건희 개 식용 종식 이틀 만에 나온 태영호 조수진 관련법  한달 전부터 준비,0
"한 미 공군, 17일부터 연합편대군종합훈련 항공전력 110여대 참가",0
전광훈 국민의힘 결별선언에 홍준표 손절해야 할 사람에 손절 치욕,0
中 어선 쫓던 北 경비정 NLL 침범 軍경고사격에 퇴각,0
주69시간 긍정적이라던 청년노동자는 사장 아들이었다,0
"北 경비정, 이번엔 NLL 침범... 軍 경고사격에 퇴각",0
이곳은 진화가 어려운 현장 前소방공무원 국회의원의 총선 불출마 일주일 사진 정리,0
"홍준표, 전광훈 국민의힘 결별기자회견 예고에 치욕스러워",0
해적에 피랍된 한국인 포함 선원 풀려나 물품만 탈취,0
트라우마 유효기간은 10년? 세월호 참사 피해자 지원 곧 끝나,0
"마크롱, 정년 64살연금개혁법 서명 노동계 반발",0
"전광훈, 17일 국민의힘과 헤어질 결심...洪 당 주류는 바로 나",0
"서아프리카서 한국인 탑승 선박, 해적 납치5일 만에 풀려나",0
"北 경비정, 15일 서해 NLL 침범 軍 경고사격 받고 퇴각",0
캐 독 프 외교장관 줄줄이 방한 G7 외교본격화,0
정의당 세번째 권력출범  민주주의 세대의 정치 만들 것,0
"이재명 세월호 9주기, 각자도생 사회로 회귀  아이들 앞에 고개 들 수 없어",0
"피투성이로 두만강 넘었던 소년, 36세에 미국 박사가 되다",0
"동물농장 보면 못잔다는 김건희, 佛장관에 동물권 꺼낸 이유",0
"황두영 작가 생활동반자법, 누구도 외롭지 않게 살자는 것",0
양당체제 속 진보당의 생존비법,0
지방 소멸 정치 양극화 해법은 비례대표제 강화,0
"세월호 9주기여야 지도부, 추모식 참석",0
이준석 박지현 류호정 국회서 모였다 청년 정치인들의 약속,0
"서아프리카 해상서 해적 피랍됐던 한국인 1명, 무사히 풀려나",0
 한국인 1명 탄 선박 기니만서 해적한테 끌려갔다 풀려나,0
"새 단장한 주한프랑스대사관 김건희 한국 얼, 佛 매력과 조화",0
 홍준표 해촉 이유... 대통령실의 오더 있었을 것?,0
"김태효 美, 도 감청 논란 만날 때 마다 유감 표명 전화위복 계기",0
"김태효, 미국 도청 의혹에 양국 신뢰 계기로",0
"김태효, 한 미 정보공유 확대에 일본 포함 가능성 커 도 감청 논란 긴밀 소통",0
"박지원, 野 돈봉투 녹취록에 정치탄압 주장, 국민들이 믿겠나",0
"푸틴 따로 만난 시진핑, 무기지원? 리상푸 러시아 보내 밀착강화 ",0
野 의전비서관에 김건희 동기 김승희 與 스토킹병 도졌나,0
대통령실 의전비서관에 김건희 여사 대학원 동기 김승희 승진 임명,0
오세훈‧원희룡 긴급 회동 김포골드라인해결책 마련 나섰다,0
김기현 쩐대 참담 더불어민주당인가 더넣어봉투당인가,0
민주 대통령실 의전비서관에 김건희 라인편협한 인사관에 경악,0
"민주당, 전대 돈봉투 의혹에 자체 진상조사 사법리스크 고심",0
"우물쭈물하던 野 전대 돈봉투 의혹, 진상 규명 시작할 것",0
홍준표 당 나라 잘못된 길 가면 거침없이 지적하고 바로잡을 것,0
홍준표 당 주류는 나 한순간에 훅 가는게 한국의 현실정치,0
"국민의힘, 민주당 전대 돈봉투의혹 맹비난",0
"북한 화성-18형, 러 ICBM과 유사 기술협력 가능성",0
상임고문 해촉된 홍준표 당 주류는 나 뿌리 없이 굴면 훅 가,0
"사이토 장관 尹, 日국민에 감동 줬다 그의 결단에 존경",0
野전대 불법 정치자금 의혹에 김기현 죄의식 없는 더넣어봉투당 실체,0
트럼프 대선 조작 없었다면 김정은과 북핵 합의,0
 정부가 양곡법 자료 왜곡 주장에 열 받은 농경연 팩폭반격,0
가슴골 엉덩이골에 카드 쓱 농협조합장 4년 전 축제서 성추행 논란,0
野 여론조사와 싸우지 마라...與 싸운 건 민주당이 먼저,0
與 민주당 쩐당대회썩은내가 진동 이래서 검수완박 목숨 걸었나,0
"김건희 여사 대학원 동기, 대통령실 의전비서관으로 김승희 누구?",0
"北 신형 ICBM, 러 도움 받았나 전문가 크기 성능 매우 유사",0
TV조선 점수조작심사위원장 불구속 상태로 재판받겠다,0
美대통령이 내가 미국을 버렸을 때라고 말했다고?,0
"김기현 민주당, 더넣어 봉투당인가 송영길, 즉각 귀국해 수사 협조해야",0
백현동 로비스트구속에 與 이재명 거짓말 밝혀졌다,0
백현동 개발 로비 김인섭 구속에 與 이재명 거짓말 밝혀져,0
길 가다 붙잡혀 노동단련대 보내진다 北 청년 단속 무슨 일,0
월세 포기하고 통학로 내준 건물주 이재명 마음 받들어 정치,0
한반도 떠도는 선빵의 미신전쟁은 멀리 있지 않다,0
"누구를 죽일 것인가 한국, 소피의 선택 직면 우크라 무기지원 딜레마",0
트럼프 대선 조작 없었다면 김정은과 북핵 합의했을 것,0
한미일 미사일방어 대잠전훈련 정례화 합의 북한 위협에 공조,0
한미일 미사일방어 대잠전훈련 정례화 북 위협 대응 공조 강화,0
"한미일 안보회의 北 미사일 대응, 방어훈련 대잠전훈련 정례화",0
국민의힘 반대 뚫고 날개 편 50억클럽 김건희쌍특검,0
노조 회계 투명화도 입법 전쟁 與 공시기준 강화 vs 野 보고의무 삭제,0
"북, 김일성 생일 111주년 맞아 야간 무도회 등 명절 분위기",0
"내년 총선, 민주당은 경기도 수성할까",0
"北, 김일성 생일 맞아 충성 강조 김정은 절대적으로 믿고 따라야",0
당대표가 마약한다 신고 대마 흡연 보관 사실이었다,0
참 유치하다 원조 싸움난 여야 천원의 아침 진짜 원조는,0
"양두구육 1년, 수해현장 비왔으면 6개월 3번 실언 김재원은?",0
 기획재정부 외,0
"프랑스 헌법위원회, 정년 62→64세합헌 결정",0
한 미 정상회담서 파이브 아이스수준 사이버 협력안 발표,0
"日이 대피령 내렸던 이유 北미사일, 처음엔 정상각도로 날아와",0
열병식 등장 2개월 만에 北 고체연료 ICBM 쐈다,0
이번엔 정치인 마약 녹색당 前대표 입건,0
" 원수지간 한국 여야 협치의 기적, 국민 혈세로 선심성 돈 뿌릴 때",0
뒤숭숭한 민주당...내부서 돈봉투 리스트까지 돌아,0
 가짜 뉴스 당 됐다 내부 반성 나왔지만 野는 여전히 괴담 선전,0
"민주 3명 형님, 기왕 하는거 우리도 주세요...송영길 측에 돈 요구 정황",0
"미래세대 볼모로...野, 年 수조원 운동권 퍼주기법안 추진",0
70년 韓美 동맹 AI 반도체 기술 동맹으로 더 강력해질 것,0
"콩나물 넣고, 면 따로 삶고 대통령도 직접 끓여먹었다",0
대한민국 敵 누구인가? 더글로리 복수성공과 한강기적의 공통점,0
1년 앞으로 다가온 총선 여야는 왜 텃밭에 매달리나,0
김정은 핵반격 효용 급진전 고체연료 ICBM 화성-18형공개,0
尹 국정지지율 27% 5개월만에 20%대로,0
친명 중진 非明공격 만류에 개딸들 낙선운동,0
 민주당이 악당이라면 우리는 쓰레기였다,0
"野내부 송영길, 귀국해 돈봉투 의혹 조사받아야 宋 난 모른다",0
"이성만, 송영길 있을때 全大 돈봉투 전달 방법 얘기했다",0
與 비례대표 축소 野 확대 협상 최대 쟁점,0
정순신 없는 정순신 청문회여당도 불참,0
野 간호법 27일 반드시 처리 압박 김진표 입법권위 실추 비판,0
"한미, 상호방위협정 사이버-우주로 확대 추진",0
尹정부 첫 통일백서 한반도 비핵화→북한 비핵화변경,0
"김포골드라인, 버스전용차로 신설-셔틀 확대",0
" 선거 쇼말고 의원님들, 지하철 타본 적 있나요",0
韓 49% 美기업 하면 애플 美 58% 떠오르는 韓기업 없어,0
 與 최고위원 징계 요구,0
우크라戰-코로나19에 분배-복지대신 反이민우향우,0
"프랑스 헌법위, 마크롱 연금 개혁안 승인노조 야당 시위 격화",0
"佛 헌법위, 정년 64세로 연장 합헌 마크롱표 연금개혁안 중 핵심",0
"프랑스 연금개혁법, 6개 조항 제외 합헌64세로 정년 연장법 즉시 공포",0
尹 지지율 5개월 만에 20%대 국정도 인사도 쇄신하란 民意,0
새 ICBM 쥔 김정은 극도의 공포 위협 전방위 봉쇄책 세워야,0
이기는 공천,0
스물한 살 미군 사병에 국가기밀 줄줄이 샜다,0
이기는 공천,0
"尹 떠난 MZ, 천원 아침밥에 돌아올까 국힘의 엇나간 청년 구애",0
"北 도발에 미일 이틀째 연합훈련, B-52 전략폭격기도 출현",0
"法, 백현동 로비스트 김인섭 구속영장 발부 증거 인멸 우려",0
의전비서관에 김승희 선임행정관 김건희 여사와 대학원 동기,0
백현동 특혜로비스트 김인섭 구속 증거인멸 우려,0
백현동 특혜 의혹핵심인물 김인섭 구속,0
백현동 로비김인섭 구속 이재명 정진상에 청탁 혐의,0
"대통령실, 부대변인 퇴직 의전비서관에 김승희 1주년 재정비",0
"대통령실, 尹취임 1주년 맞아 재정비 의전비서관에 김승희 임명",0
"대통령실, 의전비서관에 김건희 여사 대학원 동기 김승희 선임행정관 임명",0
"극심한 불안 우울에 정순신 아들 학폭 피해자, 수업 들은 날 2년 동안 단 이틀",0
"시리아, 아랍연맹 복귀 가능성...알아사드 면죄부 주나",0
"룰라 만난 시진핑 중국 인민의 오랜 친구 중국 브라질, 전면적 전략 동반자 관계 심화",0
"서울대 정순신 아들, 로스쿨 지원시 학폭 불이익 규정 없다",0
"이정근, 청탁자에 송영길한테 전화 한 통 해보라 안 했겠나",0
방송 3법헌재의 판단 구한 여당 야당의 직회부 법안 무력화 시도,0
민주당 이재명 경우와 다르다위기감,0
고체 ICBM 참관한 김정은 적들에 공포를,0
한반도 비핵화 → 북한 비핵화로윤석열 정부 첫 통일백서발간,0
중소기업 청년 노동자 목소리 듣겠다며 사장 아들 부른 여당  이런 몰염치가 없다 비판,0
친명 중진들 非明 공격 자제를 개딸들 반발 낙선운동,0
美 보란듯 시진핑 룰라 손잡았다 전면적 동반자 관계 심화,0
"윤 대통령 지지율, 5개월 만에 20%대로 국정 리더십 상시 위기",0
"이낙연, 비명계와 만찬 李, 당에 회초리드는 사람 안 보인다 해",0
"정순신 아들, 로스쿨 지원하면? 서울대 학폭 불이익 없다",0
"당 지지율 하락하자...김기현, 박근혜 예방 앞두고 박정희 기념관 방문",0
 대통령 지지율 27%에 담긴 민심의 경고,0
" ICBM 완성 다가선 북, 강 대 강악순환 벗어날 길 찾아야",0
" 전대 돈봉투의혹 민주당, 스스로 진상규명해야",0
"돈봉투 녹취에 긴장한 민주 검찰, 의혹의 한 덩어리만 썰어내",0
"총선 앞둔 담합 비판에도... 여야, 예타면제법 17일 기재위 상정",0
 또 뒤바뀐 인사청문회법 국회 검증 강화 대통령 인사권 보장,0
개딸 자제시키려던 野 중진들 낙선시킬 것 비난에 되레 진땀,0
美 B-52H 전략 폭격기 한반도 출격,0
"유동규 故 김문기, 이재명에 대장동 보고 칭찬받았다 자랑",0
"박진, 이스라엘 외교장관과 통화  관광객 사망자 가족 에 위로",0
북 고체 ICBM 쏘자 미국 전략폭격기 9일 만에 다시 왔다,0
"탄소중립, 시민만 행동하나요?",0
한 일 2+2 외교안보대화17일 열려  5년만에 재개,0
"검찰, 계엄령 문건조현천 구속기소  내란 혐의도 계속 수사할 것",0
" 민주당 몫 진실화해위원 1명, 임용 결격사유로 탈락",0
대장 빠진 소규모 軍장성 인사 北 도발 속 안정감 고려한 듯,0
4월15일 인사,0
민주당 단독 정순신 아들 학폭 청문회 개최  권력형 학폭 세탁 이뤄져,0
"이재명 호주 동행 공무원 市, 출장계획 비밀문건 취급",0
머리 좋다vs특이한 이름 기억 법정서 이재명 기억력 싸움,0
" 민주당 돈봉투사건, 정치적 고려 배제하고 신속히 진실 규명해야",0
한ㆍ일 협의체 정상화 수순 2+2 외교안보 대화 5년만 재개,0
野중진 개딸 폭력적 행동 자제해야 개딸 의원들 반성하라,0
"북, 첫 고체연료 ICBM 콜드 론치미 전략폭격기 다시 한반도로",0
국회의원→소방관 공시생오영환의 사명 ,0
"개식용 중단등 활동 넓히는 김건희 여사, 나흘 연속 단독 공개일정",0
"軍 전반기 장성급 인사 김호복 김성민 육군소장, 군단장 임명",0
"탈북어민 강제북송첫 재판, 기밀 유지로 공전",0
지지율해법은 보수 결집? 전문홍답뒤 박정희 찾은 김기현,0
"이희원 서울시의원, 동작구 교통문제 해결 위한 현장방문",0
한동훈 오보 신성식 검사장 혐의 부인 KBS가 검증 안 해,0
"고체연료는 흰연기, 액체연료는 붉은연기...北 ICBM 판별법",0
北 고체 ICBM 도발에 美 B-52H 전폭기 한반도 출격,0
대만 갔다 中에 제재 당한 美 하원 외교위원장 명예로운 배지,0
"조응천 돈 봉투 의혹, 사실이면 큰 문제 송영길, 제 발로 귀국하라",0
"與후보 아들 학폭 찾아내 총선 때 쓰자 민주 보좌관, 지인과 뒷조사 모의",0
"터널 나온 고체 ICBM 호숫가서 쾅 北, 기습능력 과시했다",0
계엄령 문건조현천 구속기소 직권남용 정치관여 혐의,0
"尹, 중소기업계 도시락 오찬 여러분 뛰는 만큼 힘껏 밀어들이겠다",0
"국힘, 野 방송법 본회의 직회부헌재 권한쟁의 심판 청구",0
디지털정부 띄운 尹 초고속 세상에서 새 정부 가동은 불가피,0
"김기현, 주한호주대사 접견 부산엑스포 유치 지지해달라",0
"판도라 상자쥔 이정근 1심 판결문 보니  난 송영길 측근, 공천 따 놓은 것  전화 안 했겠냐",0
민주 간호법-의료법 27일 반드시 처리 김진표 입법권위 실추,0
"검찰, 계엄문건조현천 구속기소 내란 혐의 계속 수사",0
신공항 특별법 크게 환영  대구 여야 정치권 지자체장 경제계 한목소리,0
 박정희대통령기념관 찾은 김기현 대표,0
박정희기념관 찾은 김기현...흐트러진 리더십에 보수결집안간힘,0
"대통령실, 20%대 尹 지지율에 민심 겸허히 받아들여",0
윤 대통령 전자정부와 차원이 완전히 다른 디지털플랫폼정부 실현,0
"김기현, 박정희 기념관 찾아 위대한 역사를 만든 지도자",0
"북, 고체연료 ICBM 발사 발표하고 김정은 극도의 불안 시달리게 할 것  미 폭격기 B-52H 한반도 전개",0
한 미 회담 노렸나 타이밍 맞춘 김정은 敵에 극도 공포 줄 것,0
돈봉투 녹취록에 민주당 급반전 송영길 탈당론까지 나왔다,0
돈봉투 의혹제기된 민주당 2021년 전당대회에서 무슨 일이?,0
尹지지율 20%대로 대통령실 민심에 대해선 겸허하게 보고있다,0
野 돈 살포 세 갈래 추적하는 檢 송영길 수사? 앞서 나갔다,0
"민주당, 전당대회 돈봉투정황에 전전긍긍  부패 프레임 우려 확산",0
정순신子 멀쩡히 생활할 때 피해자는 2년간 이틀만 정상수업,0
신속이냐 정확이냐 북한 미사일 때마다 반복되는 日 경보 딜레마,0
정순신 아들엔 황금같던 수업 피해자는 2년간 단 이틀만 출석,0
불출마오영환이 던진 메시지 86세대는 무응답,0
전광훈과 결별한 황교안 목사가 정치적 오염 타락했다,0
與 박수받은 野 이원욱 의원 축소 필요 서로 악마화 말자 ,0
신의진에 칼 쥐어준 김기현 내가 물갈이 되나 국힘 초긴장,0
"유동규 고 김문기, 이재명에 보고하고 칭찬받았다고 자랑",0
"태영호, 독도는 일본 땅일본 외교청서가 화답 징표",0
김학의 불법 출금 1심 무죄차규근 법원 직위해제 효력 정지,0
"佛 연금개혁 반대 시위대, 루이비통 본사 난입 왜?",0
"추경호, 미 재무장관 만나 IRA 반도체법, 한국 기업 우려 잔존 지속 협조 요청",0
"한일 관계 개선, 日 정부 성의있는 호응은 언제",0
"尹정부 첫 통일백서, 한반도 비핵화→북한 비핵화용어 공식 사용",0
법 검 대립 말고 의견 모아야 할 사안  압색영장 대면심리제도정책 토론회,0
"민주당, 與 방송법 권한쟁의심판청구에 국회 무시 도 넘었다",0
"거리에서 女가슴 만진 日정치인, 이번엔 국회에서 껌 씹었다가 경고",0
"여당, 민주당 방송법 직회부 헌재에 권한쟁의 청구 또 정치의 사법화",0
여성승객 쓰러뜨린 김포골드라인 원희룡이 내놓은 긴급대책,0
"윤 정부 첫 통일백서, 한반도 비핵화대신 북한 비핵화명시",0
윤석열 정부 첫 통일백서 한반도 비핵화대신 북한 비핵화로,0
홍준표 정치력 있는 대통령에 질려 국민들이 尹 뽑은 것,0
"국민의힘, 김기현 대표 홍준표 상임고문 해촉두고 비판 일파만파",0
"추경호, 미 독 재무장관에 IRA 원자재법 우려 전달",0
"與 더불어 돈 봉투당 김기현 송영길, 귀국해 응분 책임 져야",0
자폐 조카 생각나 제주도의회 울음바다로 변했다,0
"민주당, 무산된 양곡관리법 개정안 대체 입법 시사",0
"유동규 김문기, 이재명에 대장동 보고뒤 칭찬받았다고 자랑",0
"정순신 아들 학폭 피해자, 2년간 단 2일정상수업 받았다",0
"이번엔 정치인이 마약 김예원 녹색당 前대표, 대마 흡연 소지 혐의로 입건",0
尹대통령 지지율 5개월 만에 20%대로 美 도청 대응과 무관치 않아,0
국민의힘 방송법 본회의 직회부는 위법 헌재에 심판청구,0
"Excluding Me While Embracing a Far-Right Pastor with a Dirty Mouth, Hong Joon-pyo Attacks Kim Gi-hyeon",0
금융위원장 금융시장 혼란 유발 악성 루머 엄정 대처,0
"유동규 김문기, 이재명 시장에게 일처리 칭찬받았다고 자랑",0
김기현 송영길 응분의 책임져야 개인 일탈은 소도 웃을 일,0
"동네북 세계 넘버1 부자...佛시위대, 루이비통 본사 난입 왜",0
"정순신 없는 정순신 청문회개최 野, 동행요구서 전달",0
백현동 특혜 의혹김인섭 구속영장 심사 출석 묵묵부답,0
"윤 정부, 미 도청 터무니없다더니 확정한 바 없다 발 빼기",0
"이재명, 선거법 위반공판 출석 유동규 다시 만났다",0
" 北, 짝퉁 쿠쿠 몰래 만든다 핵심 부품 빠진 폭탄 밥솥",0
김진표 비례대표 축소? 종기 났다고 팔 자르나...전원위는 가능성 봤다,0
"軍 北 화성-18형, 중간단계 시험발사 킬체인 무력화는 기우",0
"尹 지지율 4%p 하락한 27%, 25주 만에 최저치 ",0
"황교안, 전광훈과 결별한 이유 목사가 정치적 오염, 타락했다",0
"尹지지율 5개월만에 20%대 하락 긍정 27%, 부정 65% ",0
지옥철김포골드라인 혼잡 없앤다  버스전용차로 지정 셔틀 투입,0
"오사카총영사관 아태지역 한일관계 포럼, 윤 대통령 방일 이후의 아태 지역 이슈 논의",0
윤 대통령 지지율 27%로 하락 미 도청 굴욕외교영향 ,0
"與 김포골병라인, 제대로 치료 박대출도 함 타봐라챌린지",0
전광훈 두고 홍준표 자른 김기현에 전문홍답 당내 비판,0
조응천 송영길 제 발로 들어오라 그게 더 당당,0
尹경제정책방향 포함됐던 SOC예타완화 용산 반대 안할 듯,0
"이준석 홍준표 해촉, 김기현 뜻 아닌 MBC 때문 발언 왜",0
"尹 지지율, 올 들어 처음으로 20%대 기록 美 도청 대응 영향 ",0
"윤 대통령 지지율 27%, 5개월 만에 20%대 도청 의혹 대응 영향",0
